time,intensity
-251.569221,0.001732157928458974
-249.50789718828452,0.0015124640481213088
-247.44657337656903,0.0020578041701510698
-245.38524956485355,0.003298256960676251
-243.32392575313807,0.005163901085824846
-241.2626019414226,0.007584815211724846
-239.2012781297071,0.010491078004504249
-237.13995431799162,0.013812768130291041
-235.07863050627614,0.01747996425521323
-233.01730669456066,0.02142274504539879
-230.95598288284518,0.02557118916697573
-228.8946590711297,0.029845187832319837
-226.8333352594142,0.034096145796145526
-224.77201144769873,0.038147246331191695
-222.71068763598328,0.04182158477991687
-220.64936382426777,0.0449422564847798
-218.5880400125523,0.047350023825535485
-216.5267162008368,0.04904217712108827
-214.46539238912135,0.050097786690268015
-212.40406857740584,0.050596634886802876
-210.34274476569038,0.05061850406442097
-208.2814209539749,0.05024842214583085
-206.22009714225942,0.04963399335695876
-204.15877333054394,0.04896396500533488
-202.09744951882845,0.048427805615715816
-200.03612570711297,0.04821498371285818
-197.9748018953975,0.04850442512762792
-195.913478083682,0.049300178755091274
-193.85215427196653,0.050462337655933755
-191.79083046025104,0.051846709905345595
-189.72950664853556,0.053309103578517064
-187.66818283682008,0.054703304978582445
-185.6068590251046,0.05583419173039202
-183.54553521338912,0.05645635642252849
-181.48421140167363,0.056322094533456664
-179.42288758995815,0.05518370154164138
-177.36156377824267,0.05279923250073952
-175.3002399665272,0.049145117544280754
-173.2389161548117,0.04447830629325272
-171.17759234309622,0.03907418168448137
-169.11626853138074,0.033208126654792613
-167.0549447196653,0.027156021620079976
-164.99362090794978,0.021226886916976533
-162.93229709623432,0.01578309725978487
-160.8709732845188,0.01119185740618628
-158.80964947280336,0.00782037211386261
-156.74832566108785,0.006034510689924231
-154.6870018493724,0.006009719685262748
-152.62567803765688,0.007534994375136599
-150.56435422594143,0.010352517970807364
-148.50303041422592,0.014204473683536846
-146.44170660251046,0.018833045530016003
-144.38038279079495,0.023980784061635303
-142.3190589790795,0.029391184986312296
-140.257735167364,0.034807894296666246
-138.19641135564854,0.039974557985315844
-136.13508754393305,0.0446348357270206
-134.07376373221757,0.04859567490153567
-132.0124399205021,0.05187322249548832
-129.9511161087866,0.05452679151522804
-127.88979229707112,0.05661569496710428
-125.82846848535564,0.058199245857466546
-123.76714467364016,0.059302946831955354
-121.70582086192468,0.05980814287961558
-119.6444970502092,0.05955776550344706
-117.58317323849371,0.05839474585910377
-115.52184942677823,0.05616201510223969
-113.46052561506275,0.05277013024052458
-111.39920180334727,0.048502624456105946
-109.33787799163179,0.04377091822084684
-107.2765541799163,0.03898654610319072
-105.21523036820082,0.03456104267158105
-103.15390655648534,0.03091989806786394
-101.09258274476986,0.028588970268225915
-99.03125893305437,0.028138039942257158
-96.96993512133889,0.030137073165449994
-94.90861130962341,0.03515603601329677
-92.84728749790793,0.04366693514072106
-90.78596368619245,0.05520907673983861
-88.72463987447696,0.06880532179841145
-86.66331606276148,0.08347305560926557
-84.60199225104603,0.0982296634652268
-82.54066843933055,0.11213911487593993
-80.47934462761506,0.12486671779919237
-78.41802081589958,0.13649616172608248
-76.3566970041841,0.14711961275210206
-74.29537319246862,0.156829236972743
-72.23404938075313,0.16574138129707286
-70.17272556903765,0.1744108736508468
-68.11140175732217,0.1837741686851857
-66.05007794560669,0.19478046221751474
-63.988754133891206,0.2083789500652592
-61.927430322175724,0.22545000821488032
-59.86610651046024,0.24502608122233047
-57.80478269874476,0.2641311943721278
-55.74345888702928,0.2796883857463956
-53.682135075313795,0.2886206934272574
-51.62081126359831,0.2879433591436206
-49.55948745188283,0.2786446234984857
-47.49816364016735,0.2671105711388495
-45.436839828451866,0.26011287666969013
-43.375516016736384,0.26442321469598545
-41.3141922050209,0.2869186014375728
-39.25286839330542,0.3427684274945255
-37.19154458158994,0.46127917132715884
-35.130220769874455,0.6731369213968041
-33.06889695815897,1.0090277661647926
-31.00757314644349,1.4996067586004196
-28.94624933472801,2.1699055481104668
-26.884925523012527,3.0328491144424983
-24.823601711297044,4.099790400925357
-22.762277899581562,5.382082350887892
-20.70095408786611,6.891053683364901
-18.639630276150626,8.6214335643833
-16.578306464435144,10.52244233570704
-14.516982652719662,12.535570902107711
-12.45565884100418,14.6023101683569
-10.394335029288698,16.664150854287524
-8.333011217573215,18.659864693977386
-6.271687405857733,20.51864852018967
-4.210363594142251,22.167592603447776
-2.149039782426769,23.533787214275055
-0.08771597071128667,24.54432262319491
1.9736078410041955,25.138805442987714
4.034931652719678,25.313732483963
6.096255464435188,25.0817556719355
8.157579276150642,24.455528031550866
10.218903087866153,23.447702587454703
12.280226899581606,22.078337181586658
14.34155071129706,20.411087207591773
16.40287452301257,18.5255104666651
18.464198334728025,16.501187966927727
20.525522146443535,14.417700716500532
22.58684595815899,12.351606907376471
24.6481697698745,10.356185222328286
26.709493581589953,8.473901289939262
28.770817393305464,6.747161061685292
30.832141205020918,5.218370489042456
32.89346501673643,3.926245089276586
34.95478882845188,2.8716839006256385
37.01611264016739,2.033403995356594
39.077436451882846,1.3898406586380552
41.13876026359836,0.9194291756385436
43.20008407531381,0.6003528207463621
45.26140788702932,0.4072669822820733
47.322731698744775,0.31223039975452266
49.384055510460286,0.2872415505842766
51.44537932217574,0.3042989121919094
53.50670313389125,0.33601782255877904
55.568026945606704,0.36728165570140503
57.629350757322214,0.39426151310558544
59.69067456903767,0.4135488687252591
61.75199838075318,0.421735196514367
63.81332219246863,0.4155273034698927
65.87464600418414,0.3950864818762605
67.9359698158996,0.36454315437562285
69.99729362761511,0.3282466283453536
72.05861743933056,0.29054621116283047
74.11994125104607,0.25575358907285695
76.18126506276153,0.22632357422316185
78.24258887447704,0.20204209952318572
80.30391268619249,0.18248834634422895
82.36523649790794,0.16724149605758978
84.42656030962345,0.15587822735086115
86.48788412133891,0.14773917599598826
88.54920793305442,0.1417386840655798
90.61053174476987,0.1367463209689477
92.67185555648538,0.13163165611540303
94.73317936820084,0.12526616460138115
96.79450317991635,0.11697277916452782
98.8558269916318,0.10710605929926245
100.91715080334731,0.09616400630108389
102.97847461506277,0.08464462146549213
105.03979842677828,0.07304586805633011
107.10112223849373,0.06182308084360396
109.16244605020924,0.051307270963665046
111.2237698619247,0.041806907920915126
113.2850936736402,0.03363046121975485
115.34641748535566,0.027086399418996317
117.40774129707117,0.022378616942234957
119.46906510878662,0.01931856368836112
121.53038892050213,0.017625646641223694
123.59171273221759,0.017019272784671843
125.6530365439331,0.017218849102554577
127.71436035564855,0.01795533193907078
129.77568416736406,0.019015650407285957
131.83700797907952,0.02020366667351933
133.89833179079503,0.02132324656483935
135.95965560251048,0.022178255908314355
138.020979414226,0.022601118480873643
140.08230322594144,0.022603862326018288
142.14362703765696,0.022268166688309336
144.2049508493724,0.021675863866341644
146.26627466108786,0.020908786158710065
148.32759847280337,0.02005174452304433
150.38892228451883,0.019214139872755855
152.45024609623434,0.018517489751347455
154.5115699079498,0.018083396677253026
156.5728937196653,0.018033463168906434
158.63421753138076,0.01848002537393885
160.69554134309627,0.019433059811175296
162.75686515481172,0.020838964524087476
164.81818896652723,0.02264318314950041
166.87951277824268,0.02479115932423897
168.9408365899582,0.02722622248520129
171.00216040167365,0.029859528027181958
173.06348421338916,0.03257718492457273
175.1248080251046,0.035264641560173345
177.18613183682012,0.037807346316783834
179.24745564853558,0.04009268171067422
181.3087794602511,0.042050369530812856
183.37010327196654,0.043651311965365584
185.43142708368205,0.04486811350530584
187.4927508953975,0.04567337864160691
189.55407470711302,0.04604030374960878
191.61539851882847,0.04596196980121365
193.67672233054398,0.04545561349171884
195.73804614225944,0.0445399277770561
197.79936995397495,0.04323360561315706
199.8606937656904,0.0415556194963064
201.9220175774059,0.039540888784742365
203.98334138912136,0.03724858711300201
206.04466520083687,0.034739921273109105
208.10598901255233,0.032076098057087665
210.16731282426778,0.029318426439819637
212.2286366359833,0.026539951498102232
214.28996044769875,0.023836181354075232
216.35128425941426,0.02130515949488719
218.4126080711297,0.019044929407686935
220.47393188284522,0.017153435095345584
222.53525569456068,0.01569669078939968
224.59657950627619,0.014663225175638783
226.65790331799164,0.014030040859504517
228.71922712970715,0.013774140446438408
230.7805509414226,0.013872526541882046
232.84187475313811,0.01430220175127701
234.90319856485357,0.01504016868006484
236.96452237656908,0.016063429933687146
239.02584618828453,0.017348988117585444
241.08717,0.018873845837201326
